title,subtitle,raw_text,url,id,mode,location,price,details,eligibility,active,reviewed,reviewed_at,enhanced_description,valid_url,pending,application_due_dates,program_dates,grade_level
Design,Carnegie Mellon University,"Design has never been in greater demand than it is now. Businesses, government, and local communities are turning to designers for innovation and problem-solving, creating new roles for designers in every sector of the marketplace.
Pre-College Design introduces students to the discipline of design, provides a foundation of skills, and gives a clear idea of what to expect from a college-level accredited program. Pre-College Design students will have the opportunity to attend classes taught by full-time Carnegie Mellon faculty where they are given an introduction to the design principles and practices that are the cornerstones of the undergraduate School of Design program.
Modeled after the first-year college experience, sessions will consist of studio learning, lectures, and critiques, as well as guided work sessions with faculty. Students will be assigned their own personal studio space, providing them with their first foray into “studio life.” By the end of the program, participants will have portfolio pieces that have been critiqued by the School of Design faculty. There will also be a showcase that will feature all the work students have completed during the program, for fellow classmates, faculty, and parents to see.",https://www.cmu.edu/pre-college/academic-programs/design.html,1b190c0f-7b91-4b4e-986d-b87ad63676a8,"[""In-Person""]","[""Pennsylvania""]","[""Paid""]","[""Art"",""University""]","[""International Students"",""Domestic Students""]",true,true,2026-01-06 00:46:24.507+00,"Pre-College Design introduces students to the fundamental principles and practices of the design discipline through a curriculum modeled after a first-year accredited college program. Participants engage in studio learning, lectures, and guided work sessions led by full-time faculty, allowing them to build a foundation of skills while experiencing the realities of ""studio life"" in their own assigned personal studio spaces. Throughout the program, students develop portfolio pieces that receive professional critiques, culminating in a final showcase where their completed work is presented to classmates, faculty, and parents.",true,false,"[{""label"":null,""due_date"":""2026-02-01""}]","[{""label"":null,""end_date"":""2026-08-01"",""start_date"":""2026-06-20""}]","[""Sophomore"",""Junior""]"
Fellows Scholarship Competition,Davidson Institute,"The Davidson Fellows Scholarship provides recognition and financial support to exceptionally gifted high school students who have made significant contributions in their fields. The scholarship awards are given based on outstanding achievements in areas such as science, technology, engineering, mathematics, and the arts. Davidson Fellows receive financial grants and opportunities for further education and development. The program aims to support and encourage young talents to continue pursuing their passions and make a positive impact in their fields. It provides resources and recognition for exceptional students.",https://www.davidsongifted.org/gifted-programs/fellows-scholarship/,1b6ac870-fb34-431e-9b91-0d8f4f121bc7,"[""In-Person"",""Remote""]","[""All States""]","[""Free""]","[""Competition"",""Mixed"",""Private""]","[""Domestic Students""]",true,false,,,,false,[],[],
National Science Bowl,OSTI,"The National Science Foundation's Workforce Development for Teachers and Students (WDTS) provides educational programs and resources to enhance STEM education. WDTS focuses on improving science and engineering education through various initiatives, including student programs and teacher development. The programs aim to increase student engagement in STEM fields and support educators in delivering high-quality instruction. WDTS strives to prepare students for future careers in science and technology. The initiative fosters a strong foundation in STEM through educational resources and opportunities.",https://science.osti.gov/wdts/nsb,1b94ee6b-3d16-433e-bd5e-d18e9727ff2d,"[""Remote""]","[""All States""]","[""Free""]","[""Competition"",""STEM"",""Private""]","[""Domestic Students""]",true,false,,,,false,[],[],
Stones & Bones Program,UChicago,"Join the Field Museum for a four-week intensive practicum in paleontology in Chicago and Wyoming. Go into the field and behind the scenes at the Field Museum to learn how fossils are collected, analyzed, and conserved, as you work alongside museum scientists in the lab and in the field. Stones and Bones gives you a unique opportunity to participate in the paleontological study carried out by the museum.",https://summer.uchicago.edu/programs/stones-and-bones,1bffa4ab-c509-42a9-b028-0cee9c74d849,"[""In-Person""]","[""Illinois""]","[""Paid""]","[""Program"",""Mixed"",""University""]","[""International Students"",""Domestic Students""]",true,false,,,,false,[],[],
Pediatrics Internship Program,Stanford PIPS,"The Pediatrics Internship Program at Stanford (PIPS) is a 6-week program in which high school students from diverse backgrounds learn about science, medicine, and research with Stanford faculty, postdoctoral fellows, students, and researchers by completing a research project.",https://med.stanford.edu/pediatrics/education/pediatrics-internship-program.html,1c37fa42-66cf-4ac4-9370-ebcf17a838cb,"[""In-Person""]","[""California""]","[""Free""]","[""Internship"",""Medicine"",""University""]","[""International Students"",""Domestic Students""]",true,false,,,,false,[],[],
UCSF,Lowell High Summer Program and Symposium,The Lowell High Summer Program and Symposium offers high school students an opportunity to explore the field of medicine through hands-on activities and mentorship. Participants engage in interactive sessions with professionals and gain insights into medical careers while developing essential skills for future studies.,https://mstp.ucsf.edu/lowell-high-summer-program-and-symposium,1c4e3dac-3f2f-439c-8083-3cf4a482096b,"[""In-Person""]","[""California""]","[""Free""]","[""Program"",""Medicine"",""University""]","[""International Students"",""Domestic Students""]",true,false,,,,false,[],[],
AI + Cybersecurity Challenge,Girls Who Code,"MENU

GWC CHALLENGES
TAKE THE AI + CYBERSECURITY CHALLENGE
AI can now copy anyone's voice, face, or artwork in seconds, making it hard to tell what's real. But here's the twist: the same AI creating these threats can help protect you and your community. This year, we challenge you to explore how people can use AI to protect their identities and creativity online in our Cybersecurity + AI Challenge!

You have questions, we have answers! Check out the FAQs
WHAT ARE GWC CHALLENGES?
GWC Challenges are annual community competitions in which participants can build a project addressing a real-world problem and win prizes.
The deadline to submit is February 11, 2026 by 11:59 pm ET. Winners will be announced in April.
Anyone based in the US between the ages of 13-26 is eligible to participate. You don’t need to be a current program participant or alumni to win!
This year, participants have access to exclusive resources from IBM SkillsBuild!

2025-26 THEME: AI + CYBERSECURITY
We challenge you to build a project that explores how people can use AI to protect their identities and creativity online.
Learn More 
PRIZES
GWC Challenge prize icon 24 25
MIDDLE SCHOOL
Three winning projects: A $300 gift card and swag for each team member (up to four people) plus a project spotlight on GWC's social media channels. For participants who are in Grades 6-8. 

GWC Challenge prize icon 24 25
HIGH SCHOOL
Four winning projects: A $400 gift card and swag for each team member (up to four people) plus a project spotlight on GWC's social media channels. For participants who are in Grades 9-12.

GWC Challenge prize icon 24 25
COLLEGE-AGED
Four winning projects: A $500 gift card and swag for each team member (up to four people) plus a project spotlight on GWC's social media channels. For participants who are post high school, 18-26 years old.

GET STARTED
Kickstart your project with our essential resources! The Participant Guide helps you plan and organize your ideas. Want to bring the GWC Challenge to your learning space? The Educator Guide is for you! We have a Family Guide that caregivers can use to support participants on their journey. All of them include brainstorming tips, resources, evaluation criteria, and submission guidelines.
GWC Challenge participant guide icon 24 25 png
PARTICIPANT GUIDE
Check it out 
GWC Challenge educator guide icon 24 25
EDUCATOR GUIDE
Check it out 
GWC Challenge family guide icon 24 25 png
FAMILY GUIDE
Check it out 
READY, SET, SUBMIT!
Once your project is ready to go, review the Submission Checklist in the Participant Guide above, then click on the Submit to the GWC Challenge link to complete the form.
Submit to the GWC Challenge 
READ FULL RULES AND CONDITIONS
OUR PARTNER SPONSORS
Thanks to our Partner sponsors for supporting this GWC Challenge:
Challenge logo BA

I am a/n

Adult

Student

By entering your email address, you are confirming that you are 13+.
SIGN UP NOW
Instagram
Youtube
Facebook
Twitter
Linked In
CONTACT
FAQ
NEWS
Careers
Sign In
Privacy Policy
Terms of Use
Media Kit
We use cookies to ensure that we give you the best experience on our website.
GOT IT!",https://girlswhocode.com/programs/gwc-challenges,1c6c6686-a078-4946-b84f-e97181a0a9a9,"[""Remote""]","[""All States""]","[""Free""]","[""Computer Science""]","[""Domestic Students""]",true,true,2026-01-06 18:18:50.097+00,"The GWC Challenges are annual community competitions open to US-based individuals between the ages of 13 and 26, including middle schoolers, high schoolers, and college-aged participants. This year’s AI + Cybersecurity Challenge tasks participants with building projects that explore how artificial intelligence can be utilized to protect digital identities and creativity online. To support project development, participants have access to exclusive resources from IBM SkillsBuild along with comprehensive guides tailored for students, educators, and families. Teams of up to four members can compete for prizes including gift cards ranging from $300 to $500, branded swag, and social media spotlights for winning projects across three age-based categories. Interested individuals can enter by reviewing the submission checklist and completing the official challenge form once their project is finalized.",true,false,"[{""label"":null,""due_date"":""2026-02-11""}]",[],"[""Freshman"",""Sophomore"",""Junior"",""Senior"",""Middle School"",""College""]"
PULSE,PSU,"PULSE is a semester-long educational outreach program for high school students (grades 9-12) who are passionate about healthcare and biomedical sciences. It was established in 2008 and is run by a Penn State College of Medicine medical student interest group by the same name. The PULSE program aims to cultivate interest in medicine, biomedical science and health care systems science by introducing passionate learners to medical students, biomedical researchers and practicing clinicians. Medical students and participants in the 2021 cohort helped reconceptualize the meaning of the name PULSE to reflect the importance of, and commitment to increasing diversity in medicine; PULSE is now an acronym that stands for Pre-health program for Underrepresented Leaders in STEM Education, reflecting the institutional goal of reaching students who come from historically marginalized backgrounds.",https://students.med.psu.edu/student-groups/pulse/,1cbbbc2a-8830-4c3f-968a-594394a7ad4a,"[""In-Person"",""Remote""]","[""Pennsylvania""]","[""Paid""]","[""Program"",""Medicine"",""University""]","[""Domestic Students""]",true,false,,,,false,[],[],
NC Youth Institute,NCSU,"All high school youth are invited to join us for the 2024 North Carolina Youth Institute, an exceptional opportunity that ignites a passion for solving global hunger through an engaging exploration of agriculture and food systems. The North Carolina Youth Institute is an educational initiative of the World Food Prize Foundation and is designed to spark emerging leaders in developing innovative solutions for our world’s most pressing grand challenges surrounding feeding a growing population. Dr. Norman Borlaug, the world’s greatest scientist and humanitarian hero developed a hybrid of wheat that critically increased global food production levels and is credited for saving the lives of one billion people. For this accomplishment, he was awarded the Nobel Peace Prize and subsequently founded the World Food Prize to honor those who dedicate their lives to building food resiliency across the world. Dr. Borlaug’s life is a remarkable example of what youth can accomplish through scientific and humanitarian efforts.",https://growforit.ces.ncsu.edu/growforit-programs/nc-youth-institute/,1d16dfea-1f54-46ab-8a98-efe68cac5905,"[""In-Person""]","[""North Carolina""]","[""Free""]","[""Program"",""STEM"",""University""]","[""International Students"",""Domestic Students""]",true,false,,,,false,[],[],
Upward Bound,UNC,"Serving 102 eligible high school Scholars in select schools in Durham, Chatham, and Lee Counties. The Upward Bound Program helps Scholars build the skills and motivation necessary to pursue and succeed in college and attain a Bachelor’s degree. Upward Bound is a part of the Office of the Provost at the University of Chapel Hill at North Carolina.

Upward Bound serves high school students from low-income families, and high school students from families in which neither parent holds a bachelor’s degree. The goal of Upward Bound is to increase the rate at which participants complete secondary education and enroll in and graduate from institutions of postsecondary education.",https://upwardbound.unc.edu/,1d7f1feb-0e48-430a-a824-2447a92505ed,"[""In-Person""]","[""North Carolina""]","[""Paid""]","[""Mixed"",""University""]","[""In-State"",""Domestic Students""]",true,false,,"The Upward Bound Program, an initiative managed by the Office of the Provost, serves 102 eligible high school scholars who are from low-income families or are first-generation college students. This program focuses on equipping participants with the essential skills and motivation necessary to successfully pursue higher education and attain a bachelor’s degree. By prioritizing college readiness, the program aims to increase the rates at which these students complete secondary education and ultimately enroll in and graduate from postsecondary institutions.",true,false,[],[],"[""Freshman"",""Sophomore"",""Junior"",""Senior""]"
HIR Academic Writing Contest,Harvard International Review (HIR),"Who We Are
The Harvard International Review is a quarterly magazine offering insight on international affairs from the perspectives of scholars, leaders, and policymakers. Since our founding in 1979, we've set out to bridge the worlds of academia and policy through outstanding writing and editorial selection.
The quality of our content is unparalleled. Each issue of the Harvard International Review includes exclusive interviews and editorials by leading international figures along with expert staff analysis of critical international issues. We have featured commentary by 43 Presidents and Prime Ministers, 4 Secretaries-General, 4 Nobel Economics Prize laureates, and 7 Nobel Peace Prize laureates.
The Contest
Inspired by our growing high school readership around the world, we have run the Harvard International Review Academic Writing Contest since 2020 to encourage and highlight outstanding high school writing on topics related to international affairs.
Contest Format
Participants in the contest submit a short-form article on a topic in international affairs. Each submission will be read and scored by the Harvard International Review.
A number of contestants will be selected as finalists, who are invited to participate in a virtual HIR Defense Day. At the Defense Day, students will have the opportunity to give a 15-minute presentation and oral defense to Harvard International Review judges.
Submission Guidelines
All submissions must adhere to the following requirements, as outlined in the Submission Guide below.
Participants will have a choice of three different themes and must note which prompt they have chosen at the top of their submissions.
Theme A: Global Commons and Stewardship of Shared Resources
Theme B: Emerging Powers in a Changing Global Order
Theme C: Resilient Cities and Urban Futures
Contestants may choose either topic above when writing the article.
Content: Articles should address a topic related to international affairs today. Potential categories include (but are not limited to): Agriculture, Business, Cybersecurity, Defense, Education, Employment & Immigration, Energy & Environment, Finance & Economy, Public Health, Science & Technology, Space, Trade, and Transportation. Articles should examine the theme from a global perspective rather than focusing on the United States.
Length: Articles should be at least 800 words but not exceed 1,200 words (not counting diagrams, tables of data, or authorship declaration).
Writing Style: Submissions should present an analytically backed perspective on an under-appreciated global topic.  
AI Policy: The usage of ChatGPT and other AI tools is strictly prohibited. Judges will be running all articles through multiple AI checkers, and articles that receive high AI generation scores across multiple checkers will be disqualified.
Excellent contest submissions will aim to present a topic holistically from a balanced perspective. Evidence and nuance are critical. Submissions should be well-researched, well-informed, and formal in style and prose.
The HIR does not accept op-eds, otherwise known as editorials or opinion pieces for its competition. Articles are expected to have a thesis but should not have an agenda. Submissions should also not be merely a collection of facts.",https://hir.harvard.edu/contest/,1d89387d-1215-46cc-b77f-66c33cc6e27e,[],[],"[""Free""]","[""Writing"",""Leadership""]","[""Domestic Students"",""International Students""]",true,true,2026-01-06 18:26:13.847+00,"The Harvard International Review Academic Writing Contest invites high school students to submit short-form articles on critical topics in international affairs to be evaluated by a quarterly magazine founded in 1979. Participants must produce a well-researched, formal article between 800 and 1,200 words that addresses one of three specific themes: Global Commons and Stewardship of Shared Resources, Emerging Powers in a Changing Global Order, or Resilient Cities and Urban Futures. Submissions should examine global issues—such as cybersecurity, public health, or trade—from a balanced, non-US-centric perspective, focusing on evidence and nuance rather than opinion-based editorials. After an initial scoring phase, selected finalists are invited to a virtual Defense Day to deliver a 15-minute presentation and oral defense before a panel of judges. To ensure academic integrity, the contest strictly prohibits the use of AI tools like ChatGPT, and all entries are subject to rigorous verification through multiple AI detection systems.",true,false,"[{""label"":""Spring 2025"",""due_date"":""2025-05-31""},{""label"":""Summer 2025"",""due_date"":""2025-08-31""},{""label"":""Fall/Winter 2025"",""due_date"":""2026-01-02""}]",[],"[""Freshman"",""Sophomore"",""Junior"",""Senior""]"
Business Research,UCSD,"The following course is designed to prepare students for careers and advanced education in business innovation, entrepreneurship, and management with a solid grounding in fundamentals. While learning about topics of business innovation, design, venture financing, and growth strategy, students will gain the knowledge necessary to build an innovative business proposal and gain economic acumen.",https://researchscholars.ucsd.edu/currentprograms/business/index.html,1d91b12c-bc91-4a3d-bba6-d8c6b1f5b2c3,"[""Remote""]","[""California""]","[""Paid""]","[""Program"",""Business"",""University""]","[""International Students"",""Domestic Students""]",true,false,,,,false,[],[],
Summer Art Camps,UMD,"Looking for a fun, immersive and interactive summer arts experience for your kids that won’t break the bank? Studio A at the University of Maryland offers 4 one-week Summer Art Camp sessions, open to children ages 6-12. The Studio A Summer Art Camp runs from 9am-4pm, with After Care available from 4:30-5:30pm. Each week, campers participate in three art specialties with trained arts professionals, from drawing and painting to sculpture and media, to music and dance. Specialties change each week, so campers may register for more than one session to explore more mediums. Every week culminates in a showcase for campers’ artistic achievements. Please note: this camp will be primarily be indoors with small outdoor activities such as lunch or crafts.",https://stamp.umd.edu/centers/studio/summer_art_camps,1d9a9f7a-e188-4a1a-a9e4-72a5314155bf,"[""In-Person""]","[""Indiana""]","[""Paid""]","[""Program"",""Art"",""University""]","[""Domestic Students""]",true,false,,,,false,[],[],
EAOP,Pre-College Academy,The Pre-College Academy at UC Berkeley offers high school students a chance to explore academic interests develop skills and gain exposure to college life. Participants engage in interactive workshops and activities designed to enhance their educational journey and prepare them for future academic success.,https://eaop.berkeley.edu/programs/pre-college-academy,1e18e9f3-d39e-4b7e-bab0-06a9cc58a606,"[""In-Person""]","[""California""]","[""Free""]","[""Program"",""Mixed"",""University""]","[""International Students"",""Domestic Students""]",true,false,,,,false,[],[],
Sports Business Academy,UCLA,"During your class time, you'll be taught by experienced university instructors who know that lectures are old school. Through hands-on experiences, you'll develop 21st century skills like teamwork and communication and won't be watching time tick by. Outside of class, our highly trained staff will help you to explore new cities, lead you on excursions, and plan activities to maximize that summer fun. With a 35+ year history at UCLA, Summer Discovery ensures you have the summer of a lifetime.",https://www.anderson.ucla.edu/about/centers/media-entertainment-and-sports/student-experience/high-school-summer-discovery#tab-sports-business-academy,1e3a04d1-0769-4c57-b941-722320b58ee1,"[""In-Person"",""Remote""]","[""California""]","[""Paid""]","[""Program"",""Business"",""University""]","[""International Students"",""Domestic Students""]",true,false,,,,false,[],[],
International Physics Olympiad,IphO,The International Physics Olympiad (IPhO) is a prestigious competition that tests high school students' knowledge and problem-solving skills in physics. Participants solve complex problems and perform experiments to demonstrate their understanding of physical principles. The IPhO aims to foster interest in physics and identify top students for future academic and research opportunities. It provides a platform for students to showcase their talents and gain international recognition. Success in the IPhO can lead to further educational and career prospects in physics.,https://ipho-unofficial.org/,1eefd292-e43f-43b6-8899-90452beb1a61,"[""Remote""]","[""All States""]","[""Free""]","[""Competition"",""Physics"",""Private""]","[""International Students"",""Domestic Students""]",true,false,,,,false,[],[],
Genomics Research,Stanford GRIPS,"The Genomics Research Internship Program at Stanford (GRIPS) brings summer internship opportunities in  computational  genetics and genomics to Bay Area high school students. GRIPS offers highly talented high school students a unique research experience, professional development, and community building opportunities. GRIPS is a twenty hour, eight week long research intensive experience for high school students. Program participants will be placed in a research laboratory for the summer and conduct genomics research under the supervision of a lab mentor.",https://med.stanford.edu/genecamp/process,1f2fc2e4-3fce-492c-a9c5-83186c055dc5,"[""In-Person""]","[""California""]","[""Free""]","[""Internship"",""Medicine"",""University""]","[""Domestic Students""]",true,false,,,,false,[],[],
Computational Biology Research,UMich,"This camp is for students interested in math, science, medicine, and computation. The camp will focus on the role of genome and transcriptome in diseases and symptoms and guide students in performing computational biology research using patient RNA expression data to identify RNA biomarkers related to certain diseases. If you have not taken first-year high school biology, we expect you to study the basic transcription and translation process using materials that we provide before the camp.",https://www.mircore.org/2024-summer-camp/2024-in-person-camp/,1f3423e7-bebd-46e0-81be-e866e9528c3d,"[""In-Person""]","[""Michigan""]","[""Paid""]","[""Program"",""Biology"",""University""]","[""International Students"",""Domestic Students""]",true,false,,,,false,[],[],
UCSF,Fresno Summer Biomedical Internship Program,This program offers high school students the opportunity to gain hands-on experience in biomedical research. Participants will work alongside researchers and learn about various aspects of the scientific process. The program aims to inspire students to pursue careers in science and healthcare fields.,https://fresno.ucsf.edu/summer-biomedical-internship-program,1f89322e-8b17-48f8-8ed4-51db728b752b,"[""In-Person""]","[""California""]","[""Free""]","[""Internship"",""Medicine"",""University""]","[""Domestic Students""]",true,false,,,,false,[],[],
Computer Science Summer Academics,UTAUS,"Immerse yourself in the world of coding and problem-solving by applying for the Scholars Academies, where the spirit of inquiry and a passion for computer science converge. Dedicated to making computer science education accessible to a broad and varied audience, these free residential academies for high school students offer a taste of collegiate life. Join us to learn the ropes of programming or enhance your existing skills right here on UT campus.",https://www.cs.utexas.edu/engage/outreach/academies,1f9915b6-7fe8-4d18-9f20-142aeaab49a8,"[""In-Person"",""Remote""]","[""Texas""]","[""Paid""]","[""Program"",""Computer Science"",""University""]","[""International Students"",""Domestic Students""]",true,false,,,,false,[],[],
Kent State University,Emerging Engineer Camp,The Emerging Engineer Camp at Kent State University provides high school students with hands-on engineering experiences. Participants engage in design challenges and learn about various engineering fields. This immersive program fosters creativity and problem-solving skills essential for future engineers.,https://www.kent.edu/cae/emerging-engineer-camp,204ff35e-5e5c-4fe1-a97c-c302fcc16a3e,"[""In-Person""]","[""Ohio""]","[""Paid""]","[""Program"",""Engineering"",""University""]","[""International Students"",""Domestic Students""]",true,false,,,,false,[],[],
Cornell University,Cornell Summer Scholars,The Cornell Summer Scholars program offers high school students the opportunity to engage in hands-on research experiences in agriculture and life sciences. Participants work closely with faculty and graduate students while developing their research skills and gaining insights into potential career paths in these fields.,https://cals.cornell.edu/cornell-agritech/our-expertise/student-programs/summer-scholars,206fd7b8-10f6-4d9e-bc0a-e0daaf9f6252,"[""In-Person""]","[""New York""]","[""Paid""]","[""Program"",""STEM"",""University""]","[""International Students"",""Domestic Students""]",true,false,,,,false,[],[],
NASEP,Keys Research Internship Program,This program offers high school students the opportunity to engage in hands-on research experiences in various STEM fields. Participants will work closely with mentors and gain valuable skills while exploring scientific inquiry and problem-solving in a supportive environment.,https://nasep.arizona.edu/resources/k-12-programs/keys-research-internship-program,20fdb953-b3a4-4149-b529-c750f7153a1a,"[""In-Person""]","[""Arizona""]","[""Free""]","[""Internship"",""STEM"",""University""]","[""International Students"",""Domestic Students""]",true,false,,,,false,[],[],
UWM,Quest Project,The Quest Project is designed for middle school students to explore academic and career possibilities through engaging activities and mentorship. Participants will develop skills in various subjects while fostering a sense of community and support. The program aims to inspire students to pursue higher education and personal growth.,https://uwm.edu/trio/middle-school-programs/quest-project/,210107e5-4de5-490a-874a-336724ca5818,"[""In-Person""]","[""Wisconsin""]","[""Free""]","[""Program"",""Mixed"",""University""]","[""Domestic Students""]",true,false,,,,false,[],[],
University of Wisconsin-Madison,Engineering Summer Program,This program offers high school students the chance to explore engineering through hands-on projects and activities. Participants will engage in team-based challenges while learning about various engineering disciplines. The program aims to inspire future engineers and provide insight into college life.,https://engineering.wisc.edu/engineering-summer-program/,2138d265-0186-4d35-96e4-9d730a826a38,"[""In-Person""]","[""Wisconsin""]","[""Paid""]","[""Program"",""Engineering"",""University""]","[""International Students"",""Domestic Students""]",true,false,,,,false,[],[],
National Academic League,NAL,"The National Academic League (NAL) is an academic competition for high school students that tests their knowledge across various subjects. The league promotes intellectual development and teamwork through competitive quiz-style matches. Teams from participating schools compete in multiple rounds, answering questions related to science, history, literature, and more. NAL aims to foster academic excellence and encourage students to excel in their studies. The competition provides a platform for students to demonstrate their academic skills and collaborate with peers.",https://www.nationalacademicleague.org/Default.asp,21894858-94f9-4f7e-afc4-3d382b2c808b,"[""Remote""]","[""Utah""]","[""Free""]","[""Competition"",""Mixed"",""Private""]","[""International Students"",""Domestic Students""]",true,false,,,,false,[],[],
Young Innovators Program,UChicago,"The Young Innovators Program empowers high achieving students for academic and career success in STEM innovation. In partnership with Invenergy, an industry leader in renewable and clean energy generation, and the Polsky Foundation, students have access to experiential learning opportunities, mentorship from industry leaders, and a network of entrepreneurial peers.",https://summer.uchicago.edu/programs/young-innovators-program,218aabad-c163-4a41-ad4a-42de6b024aa7,"[""In-Person""]","[""Illinois""]","[""Paid""]","[""Program"",""Humanities"",""University""]","[""Domestic Students""]",true,false,,,,false,[],[],
UBMS Summer Program,Binghamton,"The UBMS Summer Program is a free six-week initiative aimed at preparing 30 students for college. It provides participants with a taste of college life at Binghamton University, including hands-on courses, outdoor activities, and field trips. Students will stay on campus and engage in both local and overnight excursions. The program also includes a 2 or 3-day end-of-summer trip featuring a college tour. Current participants should check Remind or mailings for more details.","https://www.binghamton.edu/ubms/summer-program.html#:~:text=The%20UBMS%20Summer%20Program%20is,%2C%20activity%2Dbased%20courses%2Fworkshops",21f2c74c-1794-499e-bcb1-8ca95b4fa60d,"[""In-Person""]","[""New York""]","[""Free""]","[""Program"",""STEM"",""University""]","[""Domestic Students""]",true,false,,,,false,[],[],
Summer Scholars Program,Broad Institute,"The Broad Summer Scholars Program (BSSP) invites highly motivated high school students with a strong interest in science to spend six weeks at the Broad Institute. We match students with Broad scientists to conduct original, cutting-edge research projects in areas such as: cancer biology, psychiatric disease, chemical biology, computational biology, infectious disease, and more. In addition to original research, students will get to explore scientific careers; attend interesting scientific talks; present their research to the Broad community in a scientific poster session; attend a college fair; participate in fun social events; and meet other students who share similar interests.",https://www.broadinstitute.org/partnerships/education/k-12-outreach/broad-summer-scholars-program,224e8551-535c-4420-9a8f-a576481f3619,"[""In-Person""]","[""Massachusetts""]","[""Free""]","[""Program"",""STEM"",""Private""]","[""Domestic Students""]",true,false,,,,false,[],[],
University of Vermont,UVM Summer Enrichment Scholars Program,The UVM Summer Enrichment Scholars Program offers high school students the opportunity to engage in hands-on learning experiences in STEM fields. Participants will explore various scientific topics and gain valuable skills through interactive workshops and mentorship from faculty. This program aims to inspire future leaders in science and technology.,https://www.uvm.edu/ie/mcsc/summer-enrichment-scholars-program,2257fd38-a132-456a-a02d-58828cb8ac7c,"[""In-Person""]","[""Vermont""]","[""Free""]","[""Program"",""STEM"",""University""]","[""Domestic Students""]",true,false,,,,false,[],[],
Washington & the World Academy,Georgetown University HOYA Summer High School Sessions,"With the creation of a new world order after World War II, the United States came to be the indisputable leader of the so-called Free World. However, over the past several years, new forces in global and domestic politics have called into question the role of America in a changing world. This has especially been the case since COVID-19 pandemic. What will be the future of American leadership? What will happen to the Atlantic Alliance? Will other great powers—like Russia and China—fill the possible void? What will be the future of American ideals, such as democracy and freedom?

As a student in the Washington & the World Academy, you'll spend your day immersed in a blend of classroom lectures, activities, and group discussions. Throughout the week, you'll have the opportunity to explore subject areas such as these:

The evolution of Washington’s engagement with the world
The American Constitution and the world
Congress, the president, and foreign policy
The role of the press and foreign policy
The future of the Atlantic Alliance
The U.S. and the developing world
The U.S. and the great powers
The U.S. and Asia
The U.S. and terrorism
American music and politics
The current U.S. Administration and foreign policy
The future of American foreign policy",https://summer.georgetown.edu/programs/SHS25/washington-the-world-academy/,2262eec2-b774-461b-b219-3a3ac4396d95,"[""In-Person""]","[""Washington D.C.""]","[""Paid"",""Registration Fee""]","[""Mixed"",""University"",""Leadership""]","[""International Students"",""Domestic Students""]",true,true,2026-01-05 22:54:38.619+00,"The Washington & the World Academy is an immersive program for students that explores the evolving role of the United States as a global leader in the post-World War II era. Participants spend their time engaged in a blend of classroom lectures, interactive activities, and group discussions throughout the week to analyze how domestic and global forces shape international relations. The curriculum covers a wide range of critical subjects, including the constitutional framework of foreign policy, the influence of the press, and the nation's relationships with the developing world, Asia, and other great powers. Students also examine contemporary challenges such as terrorism, the future of the Atlantic Alliance, and the impact of the current administration on American ideals like democracy and freedom.",true,false,"[{""label"":""Early bird"",""due_date"":""2026-01-31""},{""label"":null,""due_date"":""2026-04-15""}]","[{""label"":null,""end_date"":""2026-08-01"",""start_date"":""2026-07-26""}]","[""Freshman"",""Sophomore"",""Junior"",""Senior""]"
CReSIS,CReSIS Summer Camps,The CReSIS Summer Camps provide high school students with hands-on experience in science and engineering related to ice and climate research. Participants engage in interactive activities and gain insights into the research process while working with scientists and educators in a collaborative environment.,https://cresis.ku.edu/summer-camps-cresis,2270c78b-3ca5-46ff-919e-5b0761946ae6,"[""In-Person""]","[""Kansas""]","[""Free""]","[""Program"",""STEM"",""University""]","[""International Students"",""Domestic Students""]",true,false,,,,false,[],[],
Anson L. Clark Scholars Program,Texas Tech,The Anson L. Clark Scholar Program is an intensive seven-week summer research program for twelve highly qualified high school juniors and seniors. The Program at Texas Tech University helps the Scholars to have a hands-on practical research experience with outstanding and experienced faculty. The list of research disciplines available for Summer 2024 will be posted in the next few weeks.,https://www.depts.ttu.edu/clarkscholars/index.php,229797ee-cab9-447f-ad7e-3cf229fa0ffc,"[""In-Person""]","[""Texas""]","[""Free""]","[""STEM"",""University""]","[""Domestic Students""]",true,false,,,true,true,[],"[{""label"":null,""end_date"":""2026-08-06"",""start_date"":""2026-06-21""}]",
Pre-College Connect,UChicago,"This summer, connect with UChicago both online and in-person! In Precollege Connect, students explore subjects like biology, psychology, and art through three-week intensive courses that start online, with real-time interaction with your UChicago instructor and fellow students, and culminate in a one-week capstone on-campus experience. Make the most of UChicago’s online and in-person resources by combining virtual activities with in-person labs, museum trips, and more!",https://summer.uchicago.edu/programs/pre-college-connect,2318d1a0-7508-4958-bb3a-738c6dbef534,"[""In-Person"",""Remote""]","[""Illinois""]","[""Paid""]","[""Program"",""Mixed"",""University""]","[""International Students"",""Domestic Students""]",true,false,,,,false,[],[],
